"[SubRipTime(0, 0, 15, 980), SubRipTime(0, 0, 18, 850)]",0.0,could tell us ?
"[SubRipTime(0, 0, 20, 480), SubRipTime(0, 0, 24, 520)]",0.0,I took overdose pills ...
"[SubRipTime(0, 0, 41, 380), SubRipTime(0, 0, 43, 380)]",0.0,How often try ?
"[SubRipTime(0, 0, 48, 60), SubRipTime(0, 0, 50, 60)]",0.0,"Oh , I tried quite times ."
"[SubRipTime(0, 0, 50, 820), SubRipTime(0, 0, 55, 620)]",0.0,Why try persistently take life ?
"[SubRipTime(0, 0, 57, 320), SubRipTime(0, 1, 0, 60)]",-0.4537333333333333,It 's difficult question ...
"[SubRipTime(0, 1, 0, 60), SubRipTime(0, 1, 13, 940)]",-0.4086,"Yeah . I desperate I n't , I could n't , face things come ."
"[SubRipTime(0, 1, 15, 880), SubRipTime(0, 1, 20, 360)]",0.4522888888888889,So I thought easy way take pills would .
"[SubRipTime(0, 1, 20, 360), SubRipTime(0, 1, 24, 400)]",0.0,And 's I .
"[SubRipTime(0, 1, 34, 920), SubRipTime(0, 1, 41, 140)]",0.4422333333333333,"Have always made point , kind cover real feelings ?"
"[SubRipTime(0, 2, 6, 480), SubRipTime(0, 2, 17, 500)]",0.0,I tried get mother 's attention I could n't get
"[SubRipTime(0, 3, 7, 620), SubRipTime(0, 3, 10, 780)]",0.0,What else would thinking ?
"[SubRipTime(0, 3, 16, 280), SubRipTime(0, 3, 19, 620)]",0.0,I ca n't say I 'd thinking
"[SubRipTime(0, 3, 22, 840), SubRipTime(0, 3, 32, 600)]",0.0,"What thought going basement ,"
"[SubRipTime(0, 3, 32, 600), SubRipTime(0, 3, 36, 100)]",0.0,something get rid ? What ?
"[SubRipTime(0, 3, 36, 100), SubRipTime(0, 3, 38, 340)]",0.0,I n't remember thinking
"[SubRipTime(0, 3, 42, 260), SubRipTime(0, 3, 44, 580)]",0.0,Do remember telling ?
"[SubRipTime(0, 3, 48, 690), SubRipTime(0, 3, 53, 560)]",0.0,What think I try remind ?
"[SubRipTime(0, 4, 10, 260), SubRipTime(0, 4, 14, 420)]",0.0,"hospital I needed I needed treatment ,"
"[SubRipTime(0, 4, 19, 800), SubRipTime(0, 4, 22, 220)]",0.0,see I could possibility work another day
"[SubRipTime(0, 4, 24, 640), SubRipTime(0, 4, 30, 760)]",0.3862666666666666,Absolutely nothing . There one I could see I 'd glad see
"[SubRipTime(0, 4, 30, 760), SubRipTime(0, 4, 33, 860)]",0.0,There nothing anybody could say
"[SubRipTime(0, 4, 51, 20), SubRipTime(0, 5, 1, 420)]",0.6804777777777776,I enjoyed fact people enjoyed telling jokes would give good impression
"[SubRipTime(0, 5, 1, 420), SubRipTime(0, 5, 5, 960)]",0.0,I think reason I could still ... I 'd try muster
"[SubRipTime(0, 5, 39, 40), SubRipTime(0, 5, 43, 20)]",0.0,"Probably , . Probably n't belong ."
"[SubRipTime(0, 6, 9, 240), SubRipTime(0, 6, 11, 280)]",0.0,I man snap .
"[SubRipTime(0, 6, 12, 740), SubRipTime(0, 6, 16, 360)]",-0.42556666666666665,That made feel worse .
"[SubRipTime(0, 6, 23, 540), SubRipTime(0, 6, 30, 240)]",-0.35000000000000003,`` oh well snap '' person feels worse think ca n't .
"[SubRipTime(0, 6, 32, 400), SubRipTime(0, 6, 36, 520)]",0.49866666666666665,"Well , lot people say `` oh , I feel kind depressed today ''"
"[SubRipTime(0, 6, 36, 520), SubRipTime(0, 6, 39, 659)]",0.0,"I think everybody ups downs life know ,"
"[SubRipTime(0, 6, 39, 659), SubRipTime(0, 6, 42, 990)]",0.0,'s comparison..I ups downs I ever one
"[SubRipTime(0, 6, 55, 320), SubRipTime(0, 6, 58, 580)]",0.0,ups downs life know
"[SubRipTime(0, 6, 58, 589), SubRipTime(0, 7, 2, 339)]",0.5374666666666666,"`` well , tomorrow I 'm gon na feel better , sun shining '' 're"
"[SubRipTime(0, 7, 2, 339), SubRipTime(0, 7, 7, 50)]",-0.3052111111111111,"type depression I speak , n't matter whether 's black"
"[SubRipTime(0, 7, 7, 50), SubRipTime(0, 7, 13, 20)]",0.0,"night , whether sun shining , whether 's pouring rain 's snowing anything else"
"[SubRipTime(0, 7, 13, 20), SubRipTime(0, 7, 17, 800)]",0.5333,nothing looks like looks good . It 's blackness
"[SubRipTime(0, 7, 17, 800), SubRipTime(0, 7, 22, 880)]",-0.25373333333333337,"It 's difficult putting words , though 's old saying"
"[SubRipTime(0, 7, 22, 880), SubRipTime(0, 7, 27, 680)]",-0.6179333333333333,"place called hell bad people go 're dead , die"
"[SubRipTime(0, 7, 27, 680), SubRipTime(0, 7, 32, 80)]",-0.9766666666666667,"worst part Hell flames , 's hopelessness"
"[SubRipTime(0, 7, 43, 680), SubRipTime(0, 7, 54, 260)]",-0.9687333333333333,"hopelessness , terrible hopelessness comes . Everything black.There 's nothing ..."
"[SubRipTime(0, 8, 1, 130), SubRipTime(0, 8, 9, 920)]",0.0,For instance I 'd say 's use getting 's use
"[SubRipTime(0, 8, 16, 610), SubRipTime(0, 8, 22, 783)]",-0.3664666666666667,"'s pointless , 's going end death ."
"[SubRipTime(0, 8, 22, 783), SubRipTime(0, 8, 30, 460)]",0.0,"whether I arranged , whether I sit ."
